"lipid","skewness","kurtosis","shapiro_p","shapiro_p_adj","normality"
"FFA_.18.2.",3.38183036271982,12.4785140675737,3.55086801094946e-15,4.97121521532924e-14,"Non-normal"
"FFA_.20.0.",-0.0620416996849925,2.27440882874272,0.627371458865383,0.627371458865383,"Normal"
"FFA_.20.1.",0.641594645889271,3.23103324180079,0.0318661674775105,0.0446126344685147,"Non-normal"
"FFA_.20.2.",0.928759165707798,3.68750443121357,0.00107676521973259,0.00251245217937605,"Non-normal"
"FFA_.20.4.",0.582077045425906,3.24353305125118,0.127161002162489,0.148354502522904,"Normal"
"FFA_.20.5.",1.79954294784035,6.86563515045608,1.50469297817157e-06,1.0532850847201e-05,"Non-normal"
"FFA_.22.0.",-0.171874282797465,2.64944932433851,0.254314720418277,0.273877391219683,"Normal"
"FFA_.22.1.",0.882034850921431,3.61650716958794,0.00905940740907671,0.0158539629658842,"Non-normal"
"FFA_.22.2.",1.36011388288134,4.52536536750358,1.32778472469531e-05,4.67944721461669e-05,"Non-normal"
"FFA_.22.3.",1.43501250941241,4.82273946948979,1.33698491846191e-05,4.67944721461669e-05,"Non-normal"
"FFA_.22.4.",1.14372557149846,4.30593879539042,0.000865056795003006,0.00242215902600842,"Non-normal"
"FFA_.22.5.",0.609743331806941,2.95781416433449,0.059906112597876,0.0762441433063876,"Normal"
"FFA_.22.6.",1.10190406287716,4.36897468868326,0.0014879057261732,0.00297581145234641,"Non-normal"
"FFA_.24.1.",0.171703365321219,1.80210564534227,0.012547579262163,0.0195184566300314,"Non-normal"
